책장명,도서분류,책제목,작가,출판사,상세내용
25번 책장,일반도서,Why 날씨,이광웅,예림당,"날씨는 세상에서 가장 빼어난 요술쟁이예요. 어떤 날은 구름 한 점 없이 깨끗한 하늘을 보여 주기도 하고, 어떤 날은 '우르릉~ 쾅!' 천둥번개를 치면서 엄청난 비를 쏟아 부어 우리를..."
25번 책장,일반도서,Why 곤충,이광웅,예림당,"나비,잠자리,귀뚜라미,벌 등 우리 주변에서 흔히 볼 수 있는 곤충에서부터 쇠똥구리,소금쟁이 등 다양한 곤충의 모습과 습성,특징들을 생생한 사진과 함께 소개한 초등과학학습만화. 재미..."
25번 책장,일반도서,스스로 공부해 일등하는 아이 억지로 공부해 꼴찌하는 아이,노정미,글송이,『스스로 공부해 일등하는 아이 억지로 공부해 꼴찌하는 아이』는 재미있는 만화를 통해 스스로 공부하는 자기주도 학습법을 소개하는 책이다. 활발하고 의리파이지만 공부에는 전혀 관심이...
25번 책장,일반도서,뚱딴지 조선시대 1,김우영,파랑새어린이,초등학생을 위한 만화 이야기. 뚱딴지는 이상한 소년 투덜치를 만나 조선팔도를 떠돌아 다니게 됩니다. 조선시대 사람들은 어떻게 살아을까요? 두 소년과 함께 조선을 종횡무진 누비며 조선...
25번 책장,일반도서,알아서 척척 스스로 하는 아이 시키면 툴툴 억지로 하는 아이,오수진,글송이,자율 소녀 우주비 VS 마마보이 강채유파티시에의 꿈을 이루기 위해 공부도 생활도 알아서 척척 잘 해내는 자율 소녀 우주비!부모님이 정해 준 계획에 따라 하나에서 열까지 보살핌을 받는...
25번 책장,일반도서,뚱딴지 조선시대 2,김우영,파랑새어린이,초등학생을 위한 만화 이야기. 뚱딴지는 이상한 소년 투덜치를 만나 조선팔도를 떠돌아 다니게 됩니다. 조선시대 사람들은 어떻게 살아을까요? 죽은 옛 주인의 원한을 풀어 주는 숙향이의...
25번 책장,일반도서,소피가 학교 가는 날,딕 킹 스미스,웅진주니어,"낯설고 두려운 학교 생활을 시작한 소피의 이야기. 소피는 학교에 가면 좋은 점과 나쁜 점을 꼽아 보기도 하고, 교복을 입고는 멍청해 보인다고 투덜대기도 합니다. 이 책에는 명랑하고..."
25번 책장,일반도서,먼나라 이웃나라. 2: 프랑스,이원복,김영사,"이원복 교수와 함께 떠나는 세계 역사 여행『먼나라 이웃나라. 2: 프랑스』. 보다 화려해진 그림, 1만 2,000컷을 완전히 새로 그린 스테디셀러《먼나라 이웃나라》의 전면개정판이다. 최신의..."
25번 책장,일반도서,만화로 보는 그리스 로마 신화 20,토머스 불핀치,가나문화콘텐츠(주),"어린이용 그리스·로마 신화 베스트셀러. 아름다운 여신과 뛰어난 영웅, 그리고 신비로운 일들을 만화로 꾸몄습니다. 20편에서 트로이의 후예, 아이네이아스는 운명의 여신 디도를 만나 사랑..."
25번 책장,일반도서,동물이 뒹굴뒹굴(앗 이렇게 재미있는 과학이9),닉 아놀드,김영사,"다양하고 신기한 동물들의 세계를 재미있는 삽화와 함께 들려주는 책. 진기한 동물들,동물은 말을 못할까, 고단 여행, 공포의 독살자, 밤중에 활동하는 동물 등 12개 장으로 나눠 신기한..."
25번 책장,일반도서,"박지원의 한문 소설 - 어이쿠, 이놈의 양반 냄새",이시백,나라말,우리 고전에 현대적 감각을 더하다! 『어이쿠 이놈의 양반 냄새』는 연암 박지원의 한문 소설 10편 중에서 청소년 독자들이 쉽게 접근할 수 있는 8가지 재미난 이야기를 골라 이해하기 쉽게...
25번 책장,일반도서,생각이 열리는 고사성어 그림판,황근기,삼성출판사,우리가 생활 속에서 자주 쓰는 고사 성어만 골라 재미있는 그림과 함께 풀이한 책. 각 장마다 그려져 있는 만화를 보면서 어떤 고사 성어를 어떤 상황에서 어떻게 써야하는지를 쉽게 이해할...
25번 책장,일반도서,환경 내가 지켜요(1.2학년),우리기획,계림,"21세기 어린이가 꼭 알아야할 환경 이야기 모음. 어렵게 생각할 수 있는 환경 문제를 이야기식으로 쉽게 꾸미고 지구의 환경을 위협한 사건과 사고를 들려주고, 재미있는 환경유머와 환경..."
25번 책장,일반도서,Introduction to Fuzzy Control,"Driankov, D.",Springer,
25번 책장,일반도서,러시아에서 보물찾기,곰돌이 co.,아이세움,세계 역사를 담은 학습 만화『세계 탐험 만화 역사상식』시리즈 제9권 ≪러시아에서 보물찾기≫. 에서 팡이와 토리는 볼쇼이 발레단의 초청을 받아 러시아로 향합니다. 모두들 황실의 유물이...
25번 책장,일반도서,멕시코에서 보물찾기,곰돌이 co.,아이세움,"보물은 어디에 있을까? '세계탐험 만화 역사상식' 시리즈, 제18권 『멕시코에서 보물찾기』. 이 시리즈는 '만화'라는 형식을 통해 세계 여러 나라의 역사와 문화를 생생하게 전달하고..."
25번 책장,일반도서,캐나다에서 보물찾기,곰돌이 co.,아이세움,"보물을 찾으며 세계 역사와 문화를 함께 배운다! '세계탐험 만화 역사상식' 시리즈, 제19권 『캐나다에서 보물찾기』. 이 시리즈는 가상의 숨겨진 보물을 찾는 주인공들의 세계 여행과 모험..."
25번 책장,일반도서,나랑 같이 놀자,마리 홀 에츠,시공주니어,쪼끄만 여자애가 혼자서 들판에 놀러나왔다가 동물 친구들과 함께 놀게 되기까지의 과정을 수수하게 그린 그림책. 누구랑 같이 놀고 싶은 마음이 간절한데 아무도 놀아주지 않는 외토리 꼬마...
25번 책장,일반도서,피터팬(11/처음만나는그림동화),유효진,삼성출판사,어른이 되지 않는 피터팬은 웬디의 집에 놀러왔다가 그림자를 잃어버리고 말았어요. 며칠 뒤 다시 그림자를 찾아 온 피터팬에게 웬디를 그림자와 피터의 발을 잘 연결해서 꿰매 주었지요...
26번 책장,만화,명탐정코난. 103,아오야마 고쇼,서울미디어코믹스(서울문화사),"세라와 메어리가 체류하고 있는 호텔에 폭파 예고가! 교차되는 계략 속에서 코난은 키사키 변호사와 함께 범인을 찾는다!! 바다로 간 탐정단. 그 동행은 오키야 스바루와… 와카사 루미! 두 사람 사이에는 긴박한 분위기가 흐른다…. 그리고, 괴도 키드는 에노모토 아즈사로 변장!! 그 현장과 맞닥뜨린 것은 코난과 아무로 토오루-?!"
26번 책장,만화,열혈강호. 88,전극진,대원씨아이,사파 최고의 인물인 천마신군의 제자 한비광과 정파 최고의 기인인 검황의 손녀딸 담화린이 거친 무림을 배경으로 펼치는 무협만화. 주인공 한비광은 무모하리만큼 겁이 없고 낙천적인 인물이다. 우연한 인연으로 천마신군의 6번째 제자가 된 그는 뛰어난 경공술을 터득하고 있으며 한번 본 무술은 그대로 따라할 수 있는 무술의 천재이다. 뛰어난 미색을 갖춘 여주인공 담화린은 정파중의 으뜸인 검황의 손녀딸로 실종된 할아버지를 찾기 위해 남장으로 변장하고 강호를 누비다 한비광을 만나 사랑을 키워간다.
26번 책장,만화,원피스 105: 루피의 꿈,오다 에이치로,대원씨아이,"신시대'를 맞이한 루피 일행이 향하는 새로운 섬의 정체는?! 새롭게 사황이 된 루피!! 신시대의 도래와 함께 세계정세도 눈이 핑핑 돌 만큼 변화하는 와중, 와노쿠니를 출국하는 일행에게 어떤 모험이 기다리고 있을지?! 새로운 항해의 막이 열린다!!"
26번 책장,만화,공수도 소공자 코히나타 미노루. 50(완결),바바 야스시,삼양출판사,본격 격투 만화 『공수도 소공자 코히나타 미노루』!우연한 계기로 공수도에 입문하여 수많은 시련을 극복하고숱한 강호들과 대전하면서 일본 챔피언 벨트를 차지하기 위해 달려온 미노루.그...
26번 책장,만화,신 구미호 16,한현동,대원,인간이 되고자 하는 구미호의 소원 풀이 여정!! 천 년 동안 여우검에 봉인되어 있던 구미호가 우연히 길을 지나던 마루라는 소년에 의해 그 봉인이 풀려 현세에 나타난다. 구미호의 소원은...
26번 책장,만화,신구미호. 21,한현동,대원씨아이,"검은 구미호 키츠네가 세상을 파멸로서 정화하려 하자, 구미호와 마루 그리고 퇴마사들은 힘을 합쳐 그를 저지한다. 그러나 키츠네는 수천 년을 살아온 세월만큼 너무나도 강했다. 그는 모든..."
26번 책장,만화,도시로 올시다 8,Nishimori Hiroyuki,학산문화사,대여점용 /최저가도전!!!코믹스 . 순정 . 판타지 . 무협 . 일반소설 . 로맨스 .인터넷소설 .DVD. 비디오등 중고서적 의 모든것~
26번 책장,만화,차나왕 요시츠네 겐페이전쟁 29(완결),사와다 히로후미,학산문화사,"Hirofumi Sawada 만화 『차나왕 요시츠네 겐페이전쟁』제29권. 헤이케 타도라는 목표를 달성한 요시츠네(효타)지만, 진짜가 아니라는 비밀이 새어나가는 바람에 요리토모에게 쫓기는 신세가..."
26번 책장,만화,차나왕 요시츠네. 22,사와다 히로후미,학산문화사,"배로 공격하러 온 키요하라 군대를 요시츠네의 임기응변, 투석기로 저지한 사토 군대. 또한, 붙잡혔던 야스히라를 카스미가 구출하고, 요시츠네 일행은 적의 수령 키요하라노 미츠히라를..."
26번 책장,만화,W 줄리엣 2부 4,에무라,대원씨아이(만화/잡지),"Emura 만화 『W줄리엣2』제4권. 마코토와 결혼해서 행복하게 사는 이토. 그러던 어느 날, 술에 취해 엉겁결에 연예프로덕션과 계약을 하고 연예게 데뷔! 무대와는 또 다른 세계에 갖은 고생..."
26번 책장,만화,"인사하고, 키스 4",카가 얏코,대원씨아이,"『인사하고, 키스』제4권. “말해. 다시는 키시모토 선배한테 손대지 않겠다고.” “미카미…. 넌 너무 부담스러워.” 미카미가 전국대회에서 우승하면 자신의 생일을 함께 보내기로 약속한..."
26번 책장,만화,마이언 전기. 14,임달영,학산문화사,"동생의 아내를 짝사랑하는 소심한 소년 페릭스 마이언은 매일 용자의 무덤에서 자신의 신세를 한탄하는게 일과 중 하나이다. 그렇게 용자의 무덤에서 푸념을 하고 있던 어느 날, 용자의 무덤..."
26번 책장,만화,[만화] 오늘은 회사 쉬겠습니다,후지무라 마리,대원씨아이,
26번 책장,만화,짱. 74(완결),임재원,대원씨아이,"임재원의 만화 『짱』 제74권. 학원 폭력을 잘 보여주는 학원물로, 거친 남자들의 세계를 잘 표현했다. 주인공 현상태는 싸움이라면 한가닥하지만 정의로운 마음에 주먹을 휘두르지 않으려고..."
26번 책장,만화,블리치. 74(완결),쿠보 타이토,서울문화사,"『블리치』제74권. 계속 지키고 싶은 인연이 있기에 남자는 싸운다 ─. 이치고는 동료와 아로새겨왔던 모든 애착을 검에 담아 유하바하와의 최종 결전에 나선다! 사신 vs 퀸시, 천 년에 걸친..."
26번 책장,만화,쿠로코의 농구. 30,후지마키 타다토시,대원씨아이,Tadatoshi Fujimaki 만화 『쿠로코의 농구』제30권. 사적 ‘천제의 눈’으로 아카시에게 반격을 가한 쿠로코! 기세를 되찾은 세이린은 라쿠잔에게 한 골 차까지 따라간다. 한편 처음으로...
26번 책장,만화,GO AND GO 30,TAKAO KOYANO,대원씨아이,안녕하세요. 피망001입니다. 대여점용으로 보통 양호한 상태입니다. 이외에도 다양한 책이 있사오니 많은 관심바랍니다. 문의는 010-9457-7655로 해 주세요. 만족할 수 있도록 최선을...
26번 책장,만화,봄을 기다리는 우리들. 10,아나신,학산문학사,
26번 책장,만화,명탐정 코난. 42(특별편),Aoyama Gosho,서울미디어코믹스(서울문화사),"[줄거리] 코난과 핫토리의 눈앞에서 도난 사건 발생! 범인을 뒤쫓는 코난에게 최대의 위기가 닥친다…! 핫토리 헤이지의 대활약을 그린 사건 외에 사라진 아가사 박사를 찾는 암호 해독 사건, 그리고 스케이트장에서 일어난 살인 사건 등 수많은 난해한 사건이 코난에게 쏟아지는 42권!!"
27번 책장,만화,미스터 초밥왕 World Stage. 4,테라사와 다이스케,학산문화사,"Daisuke Terasawa 만화 『미스터 초밥왕 World Stage』 4권. 참치철인의 아들 시미즈 켄이치로, 코야 아키라, 오쿠마구라 히로토… 차세대를 짊어질 초밥요리사들의 신념과 각오가 한데 모인..."
27번 책장,만화,미스터 초밥왕. 5,Daisuke Terasawa,학산문화사,
27번 책장,만화,공수도 소공자 코히나타 미노루 25,바바 야스시,삼양출판사(만화),"『공수도 소공자 코히나타 미노루』시리즈 제25권. 본 작품은 체조부에서 공수도부로 전형한 주인공 고히나타 미노루를 중심으로, 공수도의 경기를 보여준다. 경기를 통해 시련을 극복하고..."
